id,person1,person2,label
41,bounding_box_train\0663_c3s3_085444_03.jpg,bounding_box_train\0663_c3s3_085469_09.jpg,1
42,bounding_box_train\0663_c3s3_085444_03.jpg,bounding_box_train\0663_c3s3_085544_06.jpg,1
43,bounding_box_train\0106_c1s1_018076_01.jpg,bounding_box_train\0106_c3s1_017676_04.jpg,1
44,bounding_box_train\0106_c1s1_018076_01.jpg,bounding_box_train\0106_c5s1_018326_01.jpg,1
45,bounding_box_train\0106_c2s1_017426_03.jpg,bounding_box_train\0106_c5s1_018251_01.jpg,1
46,bounding_box_train\0106_c5s1_017951_03.jpg,bounding_box_train\0106_c5s1_018201_01.jpg,1
47,bounding_box_train\1402_c3s3_048628_03.jpg,bounding_box_train\1402_c6s3_072417_01.jpg,1
48,bounding_box_train\1204_c1s5_038341_03.jpg,bounding_box_train\1204_c6s3_054217_01.jpg,1
49,bounding_box_train\1204_c1s5_038366_03.jpg,bounding_box_train\1204_c3s3_030553_05.jpg,1
50,bounding_box_train\1204_c1s5_038416_03.jpg,bounding_box_train\1204_c6s3_035892_01.jpg,1
51,bounding_box_train\1204_c1s5_056866_04.jpg,bounding_box_train\1204_c3s3_030403_03.jpg,1
52,bounding_box_train\1204_c1s5_056866_04.jpg,bounding_box_train\1204_c4s5_038010_06.jpg,1
53,bounding_box_train\1204_c3s3_030378_03.jpg,bounding_box_train\1204_c6s3_035817_02.jpg,1
54,bounding_box_train\1204_c3s3_030403_03.jpg,bounding_box_train\1204_c5s3_030990_04.jpg,1
55,bounding_box_train\1204_c4s5_038010_06.jpg,bounding_box_train\1204_c6s3_035817_02.jpg,1
56,bounding_box_train\1204_c5s3_030990_04.jpg,bounding_box_train\1204_c6s3_053967_03.jpg,1
57,bounding_box_train\0612_c1s3_032751_01.jpg,bounding_box_train\0612_c5s2_037930_02.jpg,1
58,bounding_box_train\0612_c1s3_032776_02.jpg,bounding_box_train\0612_c6s2_012693_02.jpg,1
59,bounding_box_train\0612_c1s3_052051_02.jpg,bounding_box_train\0612_c6s2_030493_01.jpg,1
60,bounding_box_train\0612_c1s3_052101_01.jpg,bounding_box_train\0612_c5s2_037930_02.jpg,1
61,bounding_box_train\0612_c2s2_015212_01.jpg,bounding_box_train\0612_c6s2_030568_01.jpg,1
62,bounding_box_train\0612_c2s2_015287_02.jpg,bounding_box_train\0612_c5s2_018880_02.jpg,1
63,bounding_box_train\0612_c2s2_015287_02.jpg,bounding_box_train\0612_c6s2_030168_01.jpg,1
64,bounding_box_train\0612_c3s2_018487_05.jpg,bounding_box_train\0612_c3s2_018537_05.jpg,1
65,bounding_box_train\0612_c3s2_018487_05.jpg,bounding_box_train\0612_c4s3_051454_01.jpg,1
66,bounding_box_train\0612_c3s2_018487_05.jpg,bounding_box_train\0612_c6s2_031593_01.jpg,1
67,bounding_box_train\0612_c5s2_037930_02.jpg,bounding_box_train\0612_c6s2_030168_01.jpg,1
68,bounding_box_train\0612_c6s2_012668_04.jpg,bounding_box_train\0612_c6s2_030168_01.jpg,1
69,bounding_box_train\0176_c1s1_043551_02.jpg,bounding_box_train\0176_c2s1_032301_02.jpg,1
70,bounding_box_train\0176_c1s1_043551_02.jpg,bounding_box_train\0176_c6s1_043426_01.jpg,1
71,bounding_box_train\0176_c1s1_043701_02.jpg,bounding_box_train\0176_c5s1_043551_02.jpg,1
72,bounding_box_train\0176_c2s1_032276_01.jpg,bounding_box_train\0176_c5s1_043551_02.jpg,1
73,bounding_box_train\0176_c2s1_032301_02.jpg,bounding_box_train\0176_c5s1_043526_02.jpg,1
74,bounding_box_train\0176_c3s1_032401_01.jpg,bounding_box_train\0176_c5s1_032826_01.jpg,1
75,bounding_box_train\0176_c3s1_032401_01.jpg,bounding_box_train\0176_c6s1_043426_01.jpg,1
76,bounding_box_train\0176_c3s1_032426_01.jpg,bounding_box_train\0176_c6s1_032976_05.jpg,1
77,bounding_box_train\0279_c2s1_061046_07.jpg,bounding_box_train\0279_c5s1_087598_02.jpg,1
78,bounding_box_train\0279_c2s1_086946_01.jpg,bounding_box_train\0279_c3s1_061292_01.jpg,1
79,bounding_box_train\0279_c2s1_086946_03.jpg,bounding_box_train\0279_c2s1_145391_01.jpg,1
80,bounding_box_train\0279_c2s1_086971_01.jpg,bounding_box_train\0279_c2s1_145366_01.jpg,1
81,bounding_box_train\0279_c2s1_086971_02.jpg,bounding_box_train\0279_c2s1_145391_01.jpg,1
82,bounding_box_train\0279_c2s1_145366_01.jpg,bounding_box_train\0279_c3s1_154833_03.jpg,1
83,bounding_box_train\0279_c2s1_155066_02.jpg,bounding_box_train\0279_c6s1_061876_01.jpg,1
84,bounding_box_train\0279_c3s1_061292_01.jpg,bounding_box_train\0279_c3s1_145508_04.jpg,1
85,bounding_box_train\0279_c3s1_061292_01.jpg,bounding_box_train\0279_c3s1_145558_01.jpg,1
86,bounding_box_train\0011_c1s6_027271_01.jpg,bounding_box_train\0011_c6s4_002352_01.jpg,1
87,bounding_box_train\0011_c1s6_027271_01.jpg,bounding_box_train\0011_c6s4_002427_01.jpg,1
88,bounding_box_train\0011_c1s6_027271_01.jpg,bounding_box_train\0011_c6s4_002527_01.jpg,1
89,bounding_box_train\0011_c1s6_027296_03.jpg,bounding_box_train\0011_c6s4_002452_01.jpg,1
90,bounding_box_train\0011_c3s3_075919_03.jpg,bounding_box_train\0011_c3s3_076044_03.jpg,1
91,bounding_box_train\0011_c3s3_075919_03.jpg,bounding_box_train\0011_c6s4_002527_01.jpg,1
92,bounding_box_train\0011_c3s3_076119_07.jpg,bounding_box_train\0011_c6s4_002452_01.jpg,1
93,bounding_box_train\0011_c5s3_076537_12.jpg,bounding_box_train\0011_c6s4_002502_01.jpg,1
94,bounding_box_train\0011_c5s3_076562_09.jpg,bounding_box_train\0011_c6s4_002502_01.jpg,1
95,bounding_box_train\0011_c6s4_002452_01.jpg,bounding_box_train\0011_c6s4_002502_01.jpg,1
96,bounding_box_train\1326_c2s3_030382_01.jpg,bounding_box_train\1326_c2s3_030407_01.jpg,1
97,bounding_box_train\1326_c2s3_030382_01.jpg,bounding_box_train\1326_c6s3_059892_05.jpg,1
98,bounding_box_train\0707_c1s3_070301_01.jpg,bounding_box_train\0707_c3s2_058562_01.jpg,1
99,bounding_box_train\0707_c1s3_070301_01.jpg,bounding_box_train\0707_c6s2_052543_03.jpg,1
100,bounding_box_train\0707_c1s3_073106_02.jpg,bounding_box_train\0707_c6s2_052743_01.jpg,1
101,bounding_box_train\0707_c1s3_073156_01.jpg,bounding_box_train\0707_c6s2_052543_03.jpg,1
102,bounding_box_train\0707_c1s3_073156_01.jpg,bounding_box_train\0707_c6s2_052818_01.jpg,1
103,bounding_box_train\0707_c2s2_052737_07.jpg,bounding_box_train\0707_c2s2_052837_01.jpg,1
104,bounding_box_train\0707_c2s2_052737_07.jpg,bounding_box_train\0707_c6s2_052618_02.jpg,1
105,bounding_box_train\0707_c2s2_052837_01.jpg,bounding_box_train\0707_c3s2_056012_01.jpg,1
106,bounding_box_train\0707_c2s2_052837_01.jpg,bounding_box_train\0707_c6s2_052793_02.jpg,1
107,bounding_box_train\0707_c3s2_056012_01.jpg,bounding_box_train\0707_c6s2_052643_03.jpg,1
108,bounding_box_train\0707_c5s2_059130_02.jpg,bounding_box_train\0707_c6s2_052643_03.jpg,1
109,bounding_box_train\0707_c5s2_059252_03.jpg,bounding_box_train\0707_c6s2_052543_03.jpg,1
110,bounding_box_train\0707_c6s2_050193_01.jpg,bounding_box_train\0707_c6s2_050243_01.jpg,1
111,bounding_box_train\0707_c6s2_050218_01.jpg,bounding_box_train\0707_c6s2_052643_03.jpg,1
112,bounding_box_train\0519_c1s2_070971_01.jpg,bounding_box_train\0519_c3s1_143433_03.jpg,1
113,bounding_box_train\0519_c1s2_070971_01.jpg,bounding_box_train\0519_c3s2_093328_01.jpg,1
114,bounding_box_train\0519_c1s2_070971_01.jpg,bounding_box_train\0519_c5s2_094002_01.jpg,1
115,bounding_box_train\0519_c1s4_033031_01.jpg,bounding_box_train\0519_c3s1_143233_03.jpg,1
116,bounding_box_train\0519_c1s4_033031_01.jpg,bounding_box_train\0519_c3s2_093328_01.jpg,1
117,bounding_box_train\0519_c1s4_033031_01.jpg,bounding_box_train\0519_c5s1_143620_05.jpg,1
118,bounding_box_train\0519_c3s1_143133_02.jpg,bounding_box_train\0519_c3s2_093253_01.jpg,1
119,bounding_box_train\0519_c3s1_143158_04.jpg,bounding_box_train\0519_c5s2_094077_01.jpg,1
120,bounding_box_train\0519_c3s1_143158_04.jpg,bounding_box_train\0519_c6s2_087368_02.jpg,1
121,bounding_box_train\0519_c3s1_143158_04.jpg,bounding_box_train\0519_c6s2_087418_01.jpg,1
122,bounding_box_train\0519_c3s1_143208_03.jpg,bounding_box_train\0519_c5s2_093952_02.jpg,1
123,bounding_box_train\0519_c3s1_143233_03.jpg,bounding_box_train\0519_c3s2_093253_01.jpg,1
124,bounding_box_train\0519_c3s1_143383_03.jpg,bounding_box_train\0519_c5s2_094002_01.jpg,1
125,bounding_box_train\0519_c3s2_093253_01.jpg,bounding_box_train\0519_c6s2_087343_02.jpg,1
126,bounding_box_train\0519_c5s1_143620_05.jpg,bounding_box_train\0519_c6s2_087418_01.jpg,1
127,bounding_box_train\0519_c5s1_143720_03.jpg,bounding_box_train\0519_c6s2_087318_01.jpg,1
128,bounding_box_train\0519_c5s1_143820_03.jpg,bounding_box_train\0519_c5s2_094077_01.jpg,1
129,bounding_box_train\0086_c1s1_013476_04.jpg,bounding_box_train\0086_c4s1_013226_02.jpg,1
130,bounding_box_train\1471_c1s6_011366_01.jpg,bounding_box_train\1471_c5s3_060465_01.jpg,1
131,bounding_box_train\0480_c2s1_125116_01.jpg,bounding_box_train\0480_c3s1_125433_01.jpg,1
132,bounding_box_train\0480_c2s2_018412_01.jpg,bounding_box_train\0480_c6s2_015218_02.jpg,1
133,bounding_box_train\0480_c3s1_125433_01.jpg,bounding_box_train\0480_c6s2_015168_01.jpg,1
134,bounding_box_train\0480_c5s1_125445_01.jpg,bounding_box_train\0480_c6s2_015143_01.jpg,1
135,bounding_box_train\0666_c1s3_056726_02.jpg,bounding_box_train\0666_c3s2_056362_01.jpg,1
136,bounding_box_train\0666_c1s3_056776_01.jpg,bounding_box_train\0666_c1s3_070976_05.jpg,1
137,bounding_box_train\0666_c1s3_056776_01.jpg,bounding_box_train\0666_c3s2_042437_02.jpg,1
138,bounding_box_train\0666_c3s2_042387_01.jpg,bounding_box_train\0666_c3s2_042437_02.jpg,1
139,bounding_box_train\0666_c3s2_042387_01.jpg,bounding_box_train\0666_c5s2_042955_01.jpg,1
140,bounding_box_train\0666_c3s2_042437_02.jpg,bounding_box_train\0666_c5s2_042955_01.jpg,1
141,bounding_box_train\0666_c3s2_056387_01.jpg,bounding_box_train\0666_c6s2_050468_09.jpg,1
142,bounding_box_train\0666_c5s2_042955_01.jpg,bounding_box_train\0666_c5s2_043030_02.jpg,1
143,bounding_box_train\0666_c5s2_042955_01.jpg,bounding_box_train\0666_c6s2_050518_01.jpg,1
144,bounding_box_train\0666_c5s2_043030_02.jpg,bounding_box_train\0666_c5s2_057005_03.jpg,1
145,bounding_box_train\0666_c5s2_056980_02.jpg,bounding_box_train\0666_c6s2_036668_04.jpg,1
146,bounding_box_train\0666_c5s2_056980_02.jpg,bounding_box_train\0666_c6s2_050518_04.jpg,1
147,bounding_box_train\0666_c6s2_036468_01.jpg,bounding_box_train\0666_c6s2_036493_01.jpg,1
148,bounding_box_train\0666_c6s2_036493_01.jpg,bounding_box_train\0666_c6s2_050618_01.jpg,1
149,bounding_box_train\1007_c1s4_070436_02.jpg,bounding_box_train\1007_c3s2_130019_02.jpg,1
150,bounding_box_train\1007_c6s2_124193_02.jpg,bounding_box_train\1007_c6s2_124193_04.jpg,1
151,bounding_box_train\1007_c6s2_124268_04.jpg,bounding_box_train\1007_c6s2_124268_05.jpg,1
152,bounding_box_train\1240_c1s5_044966_04.jpg,bounding_box_train\1240_c1s5_044991_02.jpg,1
153,bounding_box_train\1240_c1s5_044966_04.jpg,bounding_box_train\1240_c3s3_020428_03.jpg,1
154,bounding_box_train\1240_c1s5_044991_02.jpg,bounding_box_train\1240_c5s3_021215_02.jpg,1
155,bounding_box_train\1240_c1s5_046991_02.jpg,bounding_box_train\1240_c1s5_047216_01.jpg,1
156,bounding_box_train\1240_c2s3_012607_01.jpg,bounding_box_train\1240_c3s3_020428_03.jpg,1
157,bounding_box_train\1240_c2s3_012607_01.jpg,bounding_box_train\1240_c5s3_021215_02.jpg,1
158,bounding_box_train\1240_c3s3_020478_05.jpg,bounding_box_train\1240_c3s3_020528_04.jpg,1
159,bounding_box_train\0377_c1s2_016641_01.jpg,bounding_box_train\0377_c3s1_089092_01.jpg,1
160,bounding_box_train\0377_c3s1_089092_01.jpg,bounding_box_train\0377_c5s1_097473_01.jpg,1
161,bounding_box_train\0377_c3s1_096617_01.jpg,bounding_box_train\0377_c5s1_097473_01.jpg,1
162,bounding_box_train\0377_c5s1_097423_01.jpg,bounding_box_train\0377_c5s1_097548_01.jpg,1
163,bounding_box_train\0962_c1s4_064611_05.jpg,bounding_box_train\0962_c3s2_120394_05.jpg,1
164,bounding_box_train\0962_c1s4_064611_05.jpg,bounding_box_train\0962_c5s2_121349_03.jpg,1
165,bounding_box_train\0962_c1s4_064611_05.jpg,bounding_box_train\0962_c6s2_114818_05.jpg,1
166,bounding_box_train\0962_c1s4_064611_05.jpg,bounding_box_train\0962_c6s2_115093_03.jpg,1
167,bounding_box_train\0962_c2s2_122352_05.jpg,bounding_box_train\0962_c6s2_114593_04.jpg,1
168,bounding_box_train\0962_c6s2_114443_03.jpg,bounding_box_train\0962_c6s2_114943_07.jpg,1
169,bounding_box_train\0962_c6s2_114568_02.jpg,bounding_box_train\0962_c6s2_114593_04.jpg,1
170,bounding_box_train\0962_c6s2_115093_03.jpg,bounding_box_train\0962_c6s2_118468_02.jpg,1
171,bounding_box_train\0589_c3s2_012737_04.jpg,bounding_box_train\0589_c3s2_020362_04.jpg,1
172,bounding_box_train\0589_c3s2_012737_04.jpg,bounding_box_train\0589_c6s2_006943_01.jpg,1
173,bounding_box_train\0589_c3s2_012862_03.jpg,bounding_box_train\0589_c3s2_020362_04.jpg,1
174,bounding_box_train\0589_c3s2_020437_03.jpg,bounding_box_train\0589_c6s2_014568_03.jpg,1
175,bounding_box_train\0589_c5s2_013280_04.jpg,bounding_box_train\0589_c5s2_021080_03.jpg,1
176,bounding_box_train\0589_c6s2_006893_03.jpg,bounding_box_train\0589_c6s2_006943_01.jpg,1
177,bounding_box_train\0589_c6s2_006893_03.jpg,bounding_box_train\0589_c6s2_006968_02.jpg,1
178,bounding_box_train\0589_c6s2_006943_01.jpg,bounding_box_train\0589_c6s2_006968_02.jpg,1
179,bounding_box_train\0589_c6s2_006968_02.jpg,bounding_box_train\0589_c6s2_014493_02.jpg,1
180,bounding_box_train\0589_c6s2_014618_01.jpg,bounding_box_train\0589_c6s2_014668_01.jpg,1
181,bounding_box_train\0589_c6s2_014618_05.jpg,bounding_box_train\0589_c6s2_014693_01.jpg,1
182,bounding_box_train\1177_c1s5_032861_01.jpg,bounding_box_train\1177_c6s3_030392_01.jpg,1
183,bounding_box_train\1177_c1s5_032911_02.jpg,bounding_box_train\1177_c3s3_018928_02.jpg,1
184,bounding_box_train\1177_c1s5_045416_01.jpg,bounding_box_train\1177_c5s3_019590_01.jpg,1
185,bounding_box_train\1177_c3s3_006787_01.jpg,bounding_box_train\1177_c5s3_007193_01.jpg,1
186,bounding_box_train\1177_c3s3_006787_01.jpg,bounding_box_train\1177_c6s3_042667_03.jpg,1
187,bounding_box_train\1177_c3s3_018928_02.jpg,bounding_box_train\1177_c6s3_030342_01.jpg,1
188,bounding_box_train\1177_c3s3_018953_03.jpg,bounding_box_train\1177_c6s3_042517_01.jpg,1
189,bounding_box_train\1177_c4s5_032554_01.jpg,bounding_box_train\1177_c6s3_042667_03.jpg,1
190,bounding_box_train\1177_c4s5_032604_01.jpg,bounding_box_train\1177_c5s3_007193_01.jpg,1
191,bounding_box_train\1177_c4s5_045485_07.jpg,bounding_box_train\1177_c4s5_045510_01.jpg,1
192,bounding_box_train\1177_c5s3_007193_01.jpg,bounding_box_train\1177_c5s3_019565_01.jpg,1
193,bounding_box_train\1177_c5s3_007193_01.jpg,bounding_box_train\1177_c6s3_042642_05.jpg,1
194,bounding_box_train\1177_c5s3_019590_01.jpg,bounding_box_train\1177_c6s3_042517_01.jpg,1
195,bounding_box_train\1177_c6s3_042667_03.jpg,bounding_box_train\1177_c6s3_042692_03.jpg,1
196,bounding_box_train\0711_c2s2_055832_01.jpg,bounding_box_train\0711_c6s2_053468_03.jpg,1
197,bounding_box_train\0711_c2s2_055832_01.jpg,bounding_box_train\0711_c6s2_079343_01.jpg,1
198,bounding_box_train\0711_c2s2_055832_01.jpg,bounding_box_train\0711_c6s2_079593_01.jpg,1
199,bounding_box_train\0711_c3s2_059278_03.jpg,bounding_box_train\0711_c6s2_079368_01.jpg,1
200,bounding_box_train\0711_c3s2_085253_01.jpg,bounding_box_train\0711_c6s2_079343_01.jpg,1
201,bounding_box_train\0711_c3s2_085253_01.jpg,bounding_box_train\0711_c6s2_079418_01.jpg,1
202,bounding_box_train\0711_c3s2_085378_03.jpg,bounding_box_train\0711_c5s2_086002_02.jpg,1
203,bounding_box_train\0711_c3s2_085453_02.jpg,bounding_box_train\0711_c6s2_079343_01.jpg,1
204,bounding_box_train\0711_c6s2_053468_03.jpg,bounding_box_train\0711_c6s2_079368_01.jpg,1
205,bounding_box_train\0711_c6s2_079368_01.jpg,bounding_box_train\0711_c6s2_079593_01.jpg,1
206,bounding_box_train\1463_c2s3_098102_02.jpg,bounding_box_train\1463_c3s3_104444_04.jpg,1
207,bounding_box_train\0895_c2s2_107257_03.jpg,bounding_box_train\0895_c6s2_104143_03.jpg,1
208,bounding_box_train\0895_c3s2_109978_04.jpg,bounding_box_train\0895_c6s2_104068_01.jpg,1
209,bounding_box_train\0895_c5s2_110652_04.jpg,bounding_box_train\0895_c6s2_104093_01.jpg,1
210,bounding_box_train\0895_c6s2_104068_01.jpg,bounding_box_train\0895_c6s2_104143_03.jpg,1
211,bounding_box_train\0895_c6s2_104093_01.jpg,bounding_box_train\0895_c6s2_104143_03.jpg,1
212,bounding_box_train\0032_c1s1_002576_03.jpg,bounding_box_train\0032_c6s1_003026_02.jpg,1
213,bounding_box_train\0032_c1s1_002851_02.jpg,bounding_box_train\0032_c5s1_002926_02.jpg,1
214,bounding_box_train\0032_c1s1_002876_02.jpg,bounding_box_train\0032_c6s1_002876_01.jpg,1
215,bounding_box_train\0032_c3s1_002376_02.jpg,bounding_box_train\0032_c5s1_002926_02.jpg,1
216,bounding_box_train\0032_c3s1_002376_02.jpg,bounding_box_train\0032_c6s1_002951_02.jpg,1
217,bounding_box_train\0032_c3s1_002401_02.jpg,bounding_box_train\0032_c6s1_002851_01.jpg,1
218,bounding_box_train\0032_c5s1_002851_02.jpg,bounding_box_train\0032_c6s1_002951_02.jpg,1
219,bounding_box_train\0032_c5s1_002901_04.jpg,bounding_box_train\0032_c6s1_002951_03.jpg,1
220,bounding_box_train\0032_c6s1_002951_02.jpg,bounding_box_train\0032_c6s1_003051_02.jpg,1
221,bounding_box_train\0032_c6s1_003026_02.jpg,bounding_box_train\0032_c6s1_003101_01.jpg,1
222,bounding_box_train\1075_c1s4_045956_01.jpg,bounding_box_train\1075_c6s2_100293_01.jpg,1
223,bounding_box_train\1075_c3s2_143494_01.jpg,bounding_box_train\1075_c6s2_100293_01.jpg,1
224,bounding_box_train\1126_c1s5_021036_01.jpg,bounding_box_train\1126_c6s3_018442_01.jpg,1
225,bounding_box_train\1126_c1s5_021036_02.jpg,bounding_box_train\1126_c1s5_028711_01.jpg,1
226,bounding_box_train\1126_c1s5_021036_02.jpg,bounding_box_train\1126_c6s3_018592_01.jpg,1
227,bounding_box_train\1126_c1s5_021061_01.jpg,bounding_box_train\1126_c5s2_157099_02.jpg,1
228,bounding_box_train\1126_c1s5_028711_01.jpg,bounding_box_train\1126_c6s3_018442_01.jpg,1
229,bounding_box_train\1126_c3s2_156569_01.jpg,bounding_box_train\1126_c5s2_156749_02.jpg,1
230,bounding_box_train\1126_c3s2_156569_01.jpg,bounding_box_train\1126_c6s3_018392_01.jpg,1
231,bounding_box_train\1126_c5s2_156749_02.jpg,bounding_box_train\1126_c6s3_018542_01.jpg,1
232,bounding_box_train\1126_c5s3_002918_02.jpg,bounding_box_train\1126_c6s3_018392_01.jpg,1
233,bounding_box_train\1126_c6s3_018442_01.jpg,bounding_box_train\1126_c6s3_025942_01.jpg,1
234,bounding_box_train\0991_c6s2_121143_03.jpg,bounding_box_train\0991_c6s2_121668_01.jpg,1
235,bounding_box_train\1304_c1s5_057991_05.jpg,bounding_box_train\1304_c6s3_054917_04.jpg,1
236,bounding_box_train\1304_c5s3_031990_05.jpg,bounding_box_train\1304_c6s3_055117_01.jpg,1
237,bounding_box_train\1304_c6s3_054917_06.jpg,bounding_box_train\1304_c6s3_055017_04.jpg,1
238,bounding_box_train\0892_c3s2_109753_02.jpg,bounding_box_train\0892_c5s2_110577_01.jpg,1
239,bounding_box_train\1100_c1s5_013861_01.jpg,bounding_box_train\1100_c1s5_018561_01.jpg,1
240,bounding_box_train\1100_c1s5_013886_01.jpg,bounding_box_train\1100_c5s2_154549_02.jpg,1
241,bounding_box_train\1100_c1s5_018561_01.jpg,bounding_box_train\1100_c2s2_151177_01.jpg,1
242,bounding_box_train\1100_c3s2_149469_03.jpg,bounding_box_train\1100_c6s3_015717_01.jpg,1
243,bounding_box_train\1100_c3s2_149469_03.jpg,bounding_box_train\1100_c6s3_015767_02.jpg,1
244,bounding_box_train\1100_c3s2_153844_04.jpg,bounding_box_train\1100_c3s2_153994_01.jpg,1
245,bounding_box_train\1100_c3s2_153869_01.jpg,bounding_box_train\1100_c6s3_015767_02.jpg,1
246,bounding_box_train\1100_c5s2_154549_02.jpg,bounding_box_train\1100_c5s2_154624_01.jpg,1
247,bounding_box_train\0158_c1s1_028301_01.jpg,bounding_box_train\0158_c1s1_038076_02.jpg,1
248,bounding_box_train\0158_c1s1_028301_01.jpg,bounding_box_train\0158_c3s1_028001_01.jpg,1
249,bounding_box_train\0158_c1s1_028326_01.jpg,bounding_box_train\0158_c6s1_028576_01.jpg,1
250,bounding_box_train\0158_c1s1_037976_01.jpg,bounding_box_train\0158_c3s1_028001_01.jpg,1
251,bounding_box_train\0158_c1s1_037976_03.jpg,bounding_box_train\0158_c6s1_028576_01.jpg,1
252,bounding_box_train\0158_c1s1_038051_02.jpg,bounding_box_train\0158_c6s1_028601_01.jpg,1
253,bounding_box_train\0158_c1s1_038076_02.jpg,bounding_box_train\0158_c5s1_037801_01.jpg,1
254,bounding_box_train\0158_c2s1_026501_01.jpg,bounding_box_train\0158_c3s1_037076_01.jpg,1
255,bounding_box_train\0158_c2s1_026501_01.jpg,bounding_box_train\0158_c5s1_028326_03.jpg,1
256,bounding_box_train\0158_c2s1_027826_01.jpg,bounding_box_train\0158_c5s1_038001_07.jpg,1
257,bounding_box_train\0158_c2s1_037501_03.jpg,bounding_box_train\0158_c6s1_037601_01.jpg,1
