id,person1,person2,label
30,bounding_box_train\3732_c6_f0171656.jpg,bounding_box_train\3732_c6_f0181256.jpg,1
31,bounding_box_train\3732_c6_f0171776.jpg,bounding_box_train\3732_c6_f0172256.jpg,1
32,bounding_box_train\3732_c6_f0171896.jpg,bounding_box_train\3732_c6_f0175136.jpg,1
33,bounding_box_train\3732_c6_f0171896.jpg,bounding_box_train\3732_c6_f0177416.jpg,1
34,bounding_box_train\3732_c6_f0171896.jpg,bounding_box_train\3732_c6_f0180656.jpg,1
35,bounding_box_train\3732_c6_f0172016.jpg,bounding_box_train\3732_c6_f0173936.jpg,1
36,bounding_box_train\3732_c6_f0172016.jpg,bounding_box_train\3732_c6_f0174776.jpg,1
37,bounding_box_train\3732_c6_f0172016.jpg,bounding_box_train\3732_c6_f0178016.jpg,1
38,bounding_box_train\3732_c6_f0172376.jpg,bounding_box_train\3732_c6_f0178136.jpg,1
39,bounding_box_train\3732_c6_f0172496.jpg,bounding_box_train\3732_c6_f0175496.jpg,1
40,bounding_box_train\3732_c6_f0172496.jpg,bounding_box_train\3732_c6_f0181496.jpg,1
41,bounding_box_train\3732_c6_f0172616.jpg,bounding_box_train\3732_c6_f0173216.jpg,1
42,bounding_box_train\3732_c6_f0172616.jpg,bounding_box_train\3732_c6_f0174656.jpg,1
43,bounding_box_train\3732_c6_f0172616.jpg,bounding_box_train\3732_c6_f0183296.jpg,1
44,bounding_box_train\3732_c6_f0172736.jpg,bounding_box_train\3732_c6_f0174416.jpg,1
45,bounding_box_train\3732_c6_f0172736.jpg,bounding_box_train\3732_c6_f0175856.jpg,1
46,bounding_box_train\3732_c6_f0172736.jpg,bounding_box_train\3732_c6_f0179216.jpg,1
47,bounding_box_train\3732_c6_f0172976.jpg,bounding_box_train\3732_c6_f0173216.jpg,1
48,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0175136.jpg,1
49,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0177656.jpg,1
50,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0178376.jpg,1
51,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0179216.jpg,1
52,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0180296.jpg,1
53,bounding_box_train\3732_c6_f0173216.jpg,bounding_box_train\3732_c6_f0180536.jpg,1
54,bounding_box_train\3732_c6_f0173336.jpg,bounding_box_train\3732_c6_f0177416.jpg,1
55,bounding_box_train\3732_c6_f0173336.jpg,bounding_box_train\3732_c6_f0183056.jpg,1
56,bounding_box_train\3732_c6_f0173456.jpg,bounding_box_train\3732_c6_f0175136.jpg,1
57,bounding_box_train\3732_c6_f0173456.jpg,bounding_box_train\3732_c6_f0175616.jpg,1
58,bounding_box_train\3732_c6_f0173456.jpg,bounding_box_train\3732_c6_f0176576.jpg,1
59,bounding_box_train\3732_c6_f0173456.jpg,bounding_box_train\3732_c6_f0180536.jpg,1
60,bounding_box_train\3732_c6_f0173576.jpg,bounding_box_train\3732_c6_f0175616.jpg,1
61,bounding_box_train\3732_c6_f0173576.jpg,bounding_box_train\3732_c6_f0178736.jpg,1
62,bounding_box_train\3732_c6_f0173816.jpg,bounding_box_train\3732_c6_f0175136.jpg,1
63,bounding_box_train\3732_c6_f0173816.jpg,bounding_box_train\3732_c6_f0175616.jpg,1
64,bounding_box_train\3732_c6_f0173816.jpg,bounding_box_train\3732_c6_f0183416.jpg,1
65,bounding_box_train\3732_c6_f0173816.jpg,bounding_box_train\3732_c6_f0183536.jpg,1
66,bounding_box_train\3732_c6_f0174056.jpg,bounding_box_train\3732_c6_f0180656.jpg,1
67,bounding_box_train\3732_c6_f0174296.jpg,bounding_box_train\3732_c6_f0176696.jpg,1
68,bounding_box_train\3732_c6_f0174296.jpg,bounding_box_train\3732_c6_f0178856.jpg,1
69,bounding_box_train\3732_c6_f0174296.jpg,bounding_box_train\3732_c6_f0183176.jpg,1
70,bounding_box_train\3732_c6_f0174536.jpg,bounding_box_train\3732_c6_f0183896.jpg,1
71,bounding_box_train\3732_c6_f0174896.jpg,bounding_box_train\3732_c6_f0180536.jpg,1
72,bounding_box_train\3732_c6_f0175136.jpg,bounding_box_train\3732_c6_f0178616.jpg,1
73,bounding_box_train\3732_c6_f0175136.jpg,bounding_box_train\3732_c6_f0181976.jpg,1
74,bounding_box_train\3732_c6_f0175256.jpg,bounding_box_train\3732_c6_f0183056.jpg,1
75,bounding_box_train\3732_c6_f0175376.jpg,bounding_box_train\3732_c6_f0177416.jpg,1
76,bounding_box_train\3732_c6_f0175496.jpg,bounding_box_train\3732_c6_f0176816.jpg,1
77,bounding_box_train\3732_c6_f0175616.jpg,bounding_box_train\3732_c6_f0180536.jpg,1
78,bounding_box_train\3732_c6_f0175616.jpg,bounding_box_train\3732_c6_f0180776.jpg,1
79,bounding_box_train\3732_c6_f0175856.jpg,bounding_box_train\3732_c6_f0178496.jpg,1
80,bounding_box_train\3732_c6_f0176096.jpg,bounding_box_train\3732_c6_f0182696.jpg,1
81,bounding_box_train\3732_c6_f0176216.jpg,bounding_box_train\3732_c6_f0178376.jpg,1
82,bounding_box_train\3732_c6_f0176576.jpg,bounding_box_train\3732_c6_f0178136.jpg,1
83,bounding_box_train\3732_c6_f0176696.jpg,bounding_box_train\3732_c6_f0176816.jpg,1
84,bounding_box_train\3732_c6_f0176696.jpg,bounding_box_train\3732_c6_f0180296.jpg,1
85,bounding_box_train\3732_c6_f0176936.jpg,bounding_box_train\3732_c6_f0178256.jpg,1
86,bounding_box_train\3732_c6_f0177056.jpg,bounding_box_train\3732_c6_f0177776.jpg,1
87,bounding_box_train\3732_c6_f0177056.jpg,bounding_box_train\3732_c6_f0180656.jpg,1
88,bounding_box_train\3732_c6_f0177176.jpg,bounding_box_train\3732_c6_f0182936.jpg,1
89,bounding_box_train\3732_c6_f0177296.jpg,bounding_box_train\3732_c6_f0177896.jpg,1
90,bounding_box_train\3732_c6_f0177296.jpg,bounding_box_train\3732_c6_f0179216.jpg,1
91,bounding_box_train\3732_c6_f0177536.jpg,bounding_box_train\3732_c6_f0181856.jpg,1
92,bounding_box_train\3732_c6_f0177656.jpg,bounding_box_train\3732_c6_f0178136.jpg,1
93,bounding_box_train\3732_c6_f0177776.jpg,bounding_box_train\3732_c6_f0181376.jpg,1
94,bounding_box_train\3732_c6_f0177896.jpg,bounding_box_train\3732_c6_f0178256.jpg,1
95,bounding_box_train\3732_c6_f0178376.jpg,bounding_box_train\3732_c6_f0179936.jpg,1
96,bounding_box_train\3732_c6_f0178496.jpg,bounding_box_train\3732_c6_f0183656.jpg,1
97,bounding_box_train\3732_c6_f0178856.jpg,bounding_box_train\3732_c6_f0182816.jpg,1
98,bounding_box_train\3732_c6_f0179336.jpg,bounding_box_train\3732_c6_f0179696.jpg,1
99,bounding_box_train\3732_c6_f0179336.jpg,bounding_box_train\3732_c6_f0180176.jpg,1
100,bounding_box_train\3732_c6_f0179696.jpg,bounding_box_train\3732_c6_f0183416.jpg,1
101,bounding_box_train\3732_c6_f0179816.jpg,bounding_box_train\3732_c6_f0183536.jpg,1
102,bounding_box_train\3732_c6_f0179816.jpg,bounding_box_train\3732_c6_f0183776.jpg,1
103,bounding_box_train\3732_c6_f0179936.jpg,bounding_box_train\3732_c6_f0180056.jpg,1
104,bounding_box_train\3732_c6_f0179936.jpg,bounding_box_train\3732_c6_f0183296.jpg,1
105,bounding_box_train\3732_c6_f0179936.jpg,bounding_box_train\3732_c6_f0183536.jpg,1
106,bounding_box_train\3732_c6_f0180416.jpg,bounding_box_train\3732_c6_f0183656.jpg,1
107,bounding_box_train\3732_c6_f0181016.jpg,bounding_box_train\3732_c6_f0183536.jpg,1
108,bounding_box_train\3732_c6_f0181616.jpg,bounding_box_train\3732_c6_f0182096.jpg,1
109,bounding_box_train\3732_c6_f0182216.jpg,bounding_box_train\3732_c6_f0182336.jpg,1
110,bounding_box_train\3732_c6_f0182576.jpg,bounding_box_train\3732_c6_f0182696.jpg,1
111,bounding_box_train\3732_c6_f0182936.jpg,bounding_box_train\3732_c6_f0183536.jpg,1
112,bounding_box_train\0485_c1_f0127181.jpg,bounding_box_train\0485_c1_f0127781.jpg,1
113,bounding_box_train\0485_c1_f0127301.jpg,bounding_box_train\0485_c1_f0127661.jpg,1
114,bounding_box_train\0721_c1_f0181986.jpg,bounding_box_train\0721_c3_f0171449.jpg,1
115,bounding_box_train\0721_c1_f0182226.jpg,bounding_box_train\0721_c1_f0182466.jpg,1
116,bounding_box_train\0721_c2_f0194267.jpg,bounding_box_train\0721_c4_f0169742.jpg,1
117,bounding_box_train\0721_c2_f0194387.jpg,bounding_box_train\0721_c4_f0169382.jpg,1
118,bounding_box_train\0721_c2_f0194387.jpg,bounding_box_train\0721_c4_f0169742.jpg,1
119,bounding_box_train\0721_c2_f0194387.jpg,bounding_box_train\0721_c4_f0169982.jpg,1
120,bounding_box_train\0721_c3_f0171809.jpg,bounding_box_train\0721_c4_f0169862.jpg,1
121,bounding_box_train\0739_c2_f0185505.jpg,bounding_box_train\0739_c2_f0185985.jpg,1
122,bounding_box_train\0618_c3_f0141162.jpg,bounding_box_train\0618_c3_f0141402.jpg,1
123,bounding_box_train\0618_c3_f0141162.jpg,bounding_box_train\0618_c4_f0138985.jpg,1
124,bounding_box_train\0618_c3_f0141282.jpg,bounding_box_train\0618_c3_f0141522.jpg,1
125,bounding_box_train\0618_c3_f0141402.jpg,bounding_box_train\0618_c4_f0138985.jpg,1
126,bounding_box_train\0618_c3_f0141522.jpg,bounding_box_train\0618_c4_f0138865.jpg,1
127,bounding_box_train\0458_c1_f0123784.jpg,bounding_box_train\0458_c6_f0102372.jpg,1
128,bounding_box_train\0458_c2_f0124062.jpg,bounding_box_train\0458_c6_f0102492.jpg,1
129,bounding_box_train\0458_c2_f0124182.jpg,bounding_box_train\0458_c5_f0126643.jpg,1
130,bounding_box_train\0458_c5_f0126643.jpg,bounding_box_train\0458_c6_f0102732.jpg,1
131,bounding_box_train\0668_c1_f0168254.jpg,bounding_box_train\0668_c3_f0141267.jpg,1
132,bounding_box_train\0668_c1_f0168254.jpg,bounding_box_train\0668_c4_f0135086.jpg,1
133,bounding_box_train\0668_c2_f0165420.jpg,bounding_box_train\0668_c3_f0140907.jpg,1
134,bounding_box_train\0668_c2_f0166020.jpg,bounding_box_train\0668_c3_f0141027.jpg,1
135,bounding_box_train\0668_c2_f0166020.jpg,bounding_box_train\0668_c4_f0135566.jpg,1
136,bounding_box_train\4488_c6_f0106354.jpg,bounding_box_train\4488_c7_f0109009.jpg,1
137,bounding_box_train\4556_c6_f0127010.jpg,bounding_box_train\4556_c6_f0127610.jpg,1
138,bounding_box_train\4556_c6_f0127370.jpg,bounding_box_train\4556_c6_f0127490.jpg,1
139,bounding_box_train\4462_c6_f0101589.jpg,bounding_box_train\4462_c8_f0075061.jpg,1
140,bounding_box_train\4462_c6_f0101829.jpg,bounding_box_train\4462_c6_f0102069.jpg,1
141,bounding_box_train\4462_c6_f0102429.jpg,bounding_box_train\4462_c7_f0104665.jpg,1
142,bounding_box_train\4462_c7_f0104185.jpg,bounding_box_train\4462_c7_f0104425.jpg,1
143,bounding_box_train\0368_c6_f0075950.jpg,bounding_box_train\0368_c6_f0076070.jpg,1
144,bounding_box_train\0421_c2_f0118210.jpg,bounding_box_train\0421_c2_f0118450.jpg,1
145,bounding_box_train\0421_c2_f0118450.jpg,bounding_box_train\0421_c6_f0096695.jpg,1
146,bounding_box_train\0421_c2_f0118450.jpg,bounding_box_train\0421_c6_f0097175.jpg,1
147,bounding_box_train\0421_c5_f0120443.jpg,bounding_box_train\0421_c5_f0120923.jpg,1
148,bounding_box_train\4810_c7_f0206925.jpg,bounding_box_train\4810_c7_f0207165.jpg,1
149,bounding_box_train\0860_c2_f0223718.jpg,bounding_box_train\0860_c7_f0205813.jpg,1
150,bounding_box_train\0081_c1_f0066757.jpg,bounding_box_train\0081_c8_f0023291.jpg,1
151,bounding_box_train\0081_c8_f0022691.jpg,bounding_box_train\0081_c8_f0023411.jpg,1
152,bounding_box_train\0318_c8_f0058932.jpg,bounding_box_train\0318_c8_f0059292.jpg,1
153,bounding_box_train\0318_c8_f0058932.jpg,bounding_box_train\0318_c8_f0059772.jpg,1
154,bounding_box_train\4432_c6_f0095770.jpg,bounding_box_train\4432_c6_f0096610.jpg,1
155,bounding_box_train\4432_c6_f0096130.jpg,bounding_box_train\4432_c7_f0098709.jpg,1
156,bounding_box_train\4432_c6_f0096490.jpg,bounding_box_train\4432_c7_f0098589.jpg,1
157,bounding_box_train\0348_c1_f0106915.jpg,bounding_box_train\0348_c2_f0111445.jpg,1
158,bounding_box_train\4694_c8_f0130695.jpg,bounding_box_train\4694_c8_f0130935.jpg,1
159,bounding_box_train\0836_c1_f0215972.jpg,bounding_box_train\0836_c1_f0217445.jpg,1
160,bounding_box_train\0836_c1_f0217445.jpg,bounding_box_train\0836_c3_f0191376.jpg,1
161,bounding_box_train\0836_c1_f0217565.jpg,bounding_box_train\0836_c2_f0216235.jpg,1
162,bounding_box_train\0836_c1_f0217685.jpg,bounding_box_train\0836_c2_f0221002.jpg,1
163,bounding_box_train\0836_c2_f0216235.jpg,bounding_box_train\0836_c2_f0220522.jpg,1
164,bounding_box_train\0836_c2_f0216475.jpg,bounding_box_train\0836_c3_f0198249.jpg,1
165,bounding_box_train\0836_c2_f0220522.jpg,bounding_box_train\0836_c4_f0185614.jpg,1
166,bounding_box_train\0836_c2_f0220882.jpg,bounding_box_train\0836_c2_f0221002.jpg,1
167,bounding_box_train\0836_c2_f0221002.jpg,bounding_box_train\0836_c4_f0195582.jpg,1
168,bounding_box_train\0836_c3_f0197769.jpg,bounding_box_train\0836_c3_f0198249.jpg,1
169,bounding_box_train\0836_c3_f0198129.jpg,bounding_box_train\0836_c4_f0195702.jpg,1
170,bounding_box_train\0836_c4_f0185614.jpg,bounding_box_train\0836_c4_f0196062.jpg,1
171,bounding_box_train\0566_c1_f0150641.jpg,bounding_box_train\0566_c8_f0107197.jpg,1
172,bounding_box_train\0566_c8_f0107197.jpg,bounding_box_train\0566_c8_f0107317.jpg,1
173,bounding_box_train\0502_c1_f0130137.jpg,bounding_box_train\0502_c3_f0111559.jpg,1
174,bounding_box_train\0502_c1_f0130257.jpg,bounding_box_train\0502_c3_f0111319.jpg,1
175,bounding_box_train\0502_c3_f0111199.jpg,bounding_box_train\0502_c4_f0108761.jpg,1
176,bounding_box_train\0502_c3_f0111319.jpg,bounding_box_train\0502_c4_f0109241.jpg,1
177,bounding_box_train\0502_c3_f0111559.jpg,bounding_box_train\0502_c4_f0108881.jpg,1
178,bounding_box_train\0502_c3_f0111559.jpg,bounding_box_train\0502_c4_f0109001.jpg,1
179,bounding_box_train\0502_c4_f0108761.jpg,bounding_box_train\0502_c4_f0109001.jpg,1
180,bounding_box_train\0291_c1_f0099575.jpg,bounding_box_train\0291_c2_f0099561.jpg,1
181,bounding_box_train\0291_c2_f0099561.jpg,bounding_box_train\0291_c6_f0076928.jpg,1
182,bounding_box_train\0291_c5_f0101134.jpg,bounding_box_train\0291_c6_f0077408.jpg,1
183,bounding_box_train\0291_c5_f0101254.jpg,bounding_box_train\0291_c6_f0077288.jpg,1
184,bounding_box_train\0365_c1_f0109967.jpg,bounding_box_train\0365_c6_f0088113.jpg,1
185,bounding_box_train\0326_c1_f0105526.jpg,bounding_box_train\0326_c3_f0080520.jpg,1
186,bounding_box_train\0326_c1_f0105766.jpg,bounding_box_train\0326_c2_f0105113.jpg,1
187,bounding_box_train\0326_c2_f0105713.jpg,bounding_box_train\0326_c4_f0074962.jpg,1
188,bounding_box_train\0326_c2_f0105713.jpg,bounding_box_train\0326_c4_f0075082.jpg,1
189,bounding_box_train\0326_c4_f0075082.jpg,bounding_box_train\0326_c4_f0075202.jpg,1
190,bounding_box_train\4410_c6_f0092316.jpg,bounding_box_train\4410_c7_f0094572.jpg,1
191,bounding_box_train\5251_c8_f0041607.jpg,bounding_box_train\5251_c8_f0041727.jpg,1
192,bounding_box_train\0768_c1_f0192245.jpg,bounding_box_train\0768_c6_f0181109.jpg,1
193,bounding_box_train\0768_c1_f0192365.jpg,bounding_box_train\0768_c2_f0196522.jpg,1
194,bounding_box_train\0768_c2_f0196162.jpg,bounding_box_train\0768_c6_f0180989.jpg,1
195,bounding_box_train\0768_c2_f0196282.jpg,bounding_box_train\0768_c5_f0201559.jpg,1
196,bounding_box_train\0768_c2_f0196402.jpg,bounding_box_train\0768_c5_f0201319.jpg,1
197,bounding_box_train\0768_c2_f0196642.jpg,bounding_box_train\0768_c2_f0196762.jpg,1
198,bounding_box_train\0768_c2_f0196882.jpg,bounding_box_train\0768_c6_f0181349.jpg,1
199,bounding_box_train\0768_c5_f0201799.jpg,bounding_box_train\0768_c5_f0202039.jpg,1
200,bounding_box_train\0768_c5_f0201919.jpg,bounding_box_train\0768_c6_f0180629.jpg,1
201,bounding_box_train\0063_c1_f0062650.jpg,bounding_box_train\0063_c7_f0043846.jpg,1
202,bounding_box_train\0203_c1_f0089953.jpg,bounding_box_train\0203_c2_f0088105.jpg,1
203,bounding_box_train\0203_c1_f0089953.jpg,bounding_box_train\0203_c2_f0089425.jpg,1
204,bounding_box_train\0203_c1_f0090193.jpg,bounding_box_train\0203_c2_f0087985.jpg,1
205,bounding_box_train\0203_c2_f0087265.jpg,bounding_box_train\0203_c2_f0087865.jpg,1
206,bounding_box_train\0203_c2_f0087385.jpg,bounding_box_train\0203_c2_f0088585.jpg,1
207,bounding_box_train\0203_c2_f0087745.jpg,bounding_box_train\0203_c2_f0088945.jpg,1
208,bounding_box_train\0203_c2_f0088465.jpg,bounding_box_train\0203_c2_f0088705.jpg,1
209,bounding_box_train\0168_c1_f0084291.jpg,bounding_box_train\0168_c1_f0084531.jpg,1
210,bounding_box_train\0168_c1_f0084291.jpg,bounding_box_train\0168_c5_f0081792.jpg,1
211,bounding_box_train\0168_c1_f0084411.jpg,bounding_box_train\0168_c5_f0081312.jpg,1
212,bounding_box_train\0168_c1_f0084651.jpg,bounding_box_train\0168_c5_f0081672.jpg,1
213,bounding_box_train\0168_c2_f0083414.jpg,bounding_box_train\0168_c5_f0080712.jpg,1
214,bounding_box_train\0168_c2_f0083534.jpg,bounding_box_train\0168_c5_f0079752.jpg,1
215,bounding_box_train\0168_c2_f0083654.jpg,bounding_box_train\0168_c2_f0084014.jpg,1
216,bounding_box_train\0168_c2_f0084014.jpg,bounding_box_train\0168_c5_f0082392.jpg,1
217,bounding_box_train\0168_c5_f0079272.jpg,bounding_box_train\0168_c5_f0080112.jpg,1
218,bounding_box_train\0168_c5_f0079272.jpg,bounding_box_train\0168_c5_f0085152.jpg,1
219,bounding_box_train\0168_c5_f0079512.jpg,bounding_box_train\0168_c5_f0085392.jpg,1
220,bounding_box_train\0168_c5_f0079992.jpg,bounding_box_train\0168_c5_f0081312.jpg,1
221,bounding_box_train\0168_c5_f0080112.jpg,bounding_box_train\0168_c5_f0085512.jpg,1
222,bounding_box_train\0168_c5_f0080232.jpg,bounding_box_train\0168_c5_f0084672.jpg,1
223,bounding_box_train\0168_c5_f0080472.jpg,bounding_box_train\0168_c5_f0081312.jpg,1
224,bounding_box_train\0168_c5_f0080592.jpg,bounding_box_train\0168_c5_f0081792.jpg,1
225,bounding_box_train\0168_c5_f0080952.jpg,bounding_box_train\0168_c5_f0083832.jpg,1
226,bounding_box_train\0168_c5_f0080952.jpg,bounding_box_train\0168_c5_f0085752.jpg,1
227,bounding_box_train\0168_c5_f0081072.jpg,bounding_box_train\0168_c5_f0084072.jpg,1
228,bounding_box_train\0168_c5_f0081192.jpg,bounding_box_train\0168_c5_f0083232.jpg,1
229,bounding_box_train\0168_c5_f0081312.jpg,bounding_box_train\0168_c5_f0085872.jpg,1
230,bounding_box_train\0168_c5_f0081432.jpg,bounding_box_train\0168_c5_f0083112.jpg,1
231,bounding_box_train\0168_c5_f0082392.jpg,bounding_box_train\0168_c5_f0083352.jpg,1
232,bounding_box_train\0168_c5_f0082392.jpg,bounding_box_train\0168_c5_f0083712.jpg,1
233,bounding_box_train\0168_c5_f0082512.jpg,bounding_box_train\0168_c5_f0084192.jpg,1
234,bounding_box_train\0168_c5_f0082632.jpg,bounding_box_train\0168_c5_f0083472.jpg,1
235,bounding_box_train\0168_c5_f0082632.jpg,bounding_box_train\0168_c5_f0084072.jpg,1
236,bounding_box_train\0168_c5_f0082752.jpg,bounding_box_train\0168_c5_f0083952.jpg,1
237,bounding_box_train\0168_c5_f0082872.jpg,bounding_box_train\0168_c5_f0085032.jpg,1
238,bounding_box_train\0168_c5_f0083112.jpg,bounding_box_train\0168_c5_f0085632.jpg,1
239,bounding_box_train\0168_c5_f0083592.jpg,bounding_box_train\0168_c5_f0084552.jpg,1
240,bounding_box_train\0168_c5_f0084192.jpg,bounding_box_train\0168_c5_f0084312.jpg,1
241,bounding_box_train\0168_c5_f0084672.jpg,bounding_box_train\0168_c5_f0084912.jpg,1
242,bounding_box_train\0168_c5_f0084912.jpg,bounding_box_train\0168_c5_f0085152.jpg,1
243,bounding_box_train\0168_c5_f0085032.jpg,bounding_box_train\0168_c5_f0085152.jpg,1
244,bounding_box_train\0168_c5_f0085392.jpg,bounding_box_train\0168_c5_f0085512.jpg,1
245,bounding_box_train\0374_c1_f0109890.jpg,bounding_box_train\0374_c2_f0114339.jpg,1
246,bounding_box_train\0374_c1_f0110010.jpg,bounding_box_train\0374_c2_f0114219.jpg,1
247,bounding_box_train\0374_c1_f0110250.jpg,bounding_box_train\0374_c2_f0114579.jpg,1
248,bounding_box_train\0374_c2_f0114099.jpg,bounding_box_train\0374_c2_f0114339.jpg,1
249,bounding_box_train\0374_c3_f0091861.jpg,bounding_box_train\0374_c4_f0089105.jpg,1
250,bounding_box_train\0202_c1_f0089539.jpg,bounding_box_train\0202_c4_f0054268.jpg,1
251,bounding_box_train\0202_c2_f0088415.jpg,bounding_box_train\0202_c4_f0052468.jpg,1
252,bounding_box_train\0202_c2_f0088535.jpg,bounding_box_train\0202_c4_f0053188.jpg,1
253,bounding_box_train\0202_c2_f0088655.jpg,bounding_box_train\0202_c4_f0051868.jpg,1
254,bounding_box_train\0202_c3_f0061614.jpg,bounding_box_train\0202_c4_f0052828.jpg,1
255,bounding_box_train\0202_c3_f0061614.jpg,bounding_box_train\0202_c5_f0090240.jpg,1
256,bounding_box_train\0202_c3_f0061854.jpg,bounding_box_train\0202_c4_f0053068.jpg,1
257,bounding_box_train\0202_c3_f0062094.jpg,bounding_box_train\0202_c4_f0051148.jpg,1
258,bounding_box_train\0202_c4_f0050788.jpg,bounding_box_train\0202_c4_f0052108.jpg,1
259,bounding_box_train\0202_c4_f0051268.jpg,bounding_box_train\0202_c5_f0090120.jpg,1
260,bounding_box_train\0202_c4_f0052108.jpg,bounding_box_train\0202_c4_f0053308.jpg,1
261,bounding_box_train\0202_c4_f0052468.jpg,bounding_box_train\0202_c4_f0053908.jpg,1
262,bounding_box_train\0202_c4_f0052708.jpg,bounding_box_train\0202_c4_f0054148.jpg,1
263,bounding_box_train\0202_c4_f0053188.jpg,bounding_box_train\0202_c4_f0053308.jpg,1
264,bounding_box_train\0202_c4_f0053188.jpg,bounding_box_train\0202_c5_f0090000.jpg,1
265,bounding_box_train\0202_c4_f0053548.jpg,bounding_box_train\0202_c4_f0054388.jpg,1
266,bounding_box_train\3619_c5_f0149128.jpg,bounding_box_train\3619_c5_f0149248.jpg,1
267,bounding_box_train\3619_c5_f0149368.jpg,bounding_box_train\3619_c6_f0128781.jpg,1
268,bounding_box_train\0398_c1_f0112992.jpg,bounding_box_train\0398_c1_f0113112.jpg,1
269,bounding_box_train\1746_c2_f0142515.jpg,bounding_box_train\1746_c2_f0143235.jpg,1
270,bounding_box_train\1746_c2_f0142875.jpg,bounding_box_train\1746_c2_f0143355.jpg,1
271,bounding_box_train\1746_c5_f0148192.jpg,bounding_box_train\1746_c5_f0148552.jpg,1
272,bounding_box_train\4120_c6_f0047002.jpg,bounding_box_train\4120_c6_f0047242.jpg,1
273,bounding_box_train\4120_c6_f0047362.jpg,bounding_box_train\4120_c8_f0020226.jpg,1
274,bounding_box_train\2036_c2_f0215403.jpg,bounding_box_train\2036_c3_f0192817.jpg,1
275,bounding_box_train\0407_c1_f0115558.jpg,bounding_box_train\0407_c8_f0071945.jpg,1
276,bounding_box_train\0263_c1_f0096697.jpg,bounding_box_train\0263_c3_f0072091.jpg,1
277,bounding_box_train\0263_c3_f0071851.jpg,bounding_box_train\0263_c3_f0072091.jpg,1
278,bounding_box_train\0225_c1_f0094070.jpg,bounding_box_train\0225_c6_f0072150.jpg,1
